institution,city,address,course,district,telephone,email
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,מומחה DevOps עם התמחות בטכנ' סייבר וענן (3589),תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,מומחי Dev Ops עם התמחות בטכנולוגיות סייבר וענן,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,מומחי dev ops עם התמחות בטכנולוגיות סייבר וענן,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,מומחי סייבר עם התמחות בוירטואליזציה וענן,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
אוניברסיטת  בר אילן- בית הספר להייטק וסייבר,רמת גן,מקס ואנה ווב,מפתחי בינה עסקית עם מבואות big data&data scientist,תל אביב והמרכז,03-7384747,nardit.moldovan@biu.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,הנהלת חשבונות - סוג 3,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,הנהלת חשבונות 1-2,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,הנהלת חשבונות 3,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,הנהלת חשבונות 3 מורחב,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,חשבי שכר עדכון טכנולוגי,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,יישומי מחשב במשרד הממוחשב,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מורשה נגישות השירות,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מורשה נגישות מבנים- תשתיות וסביבה,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מטמעי מערכות AI - מגמה 3023,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מנהל חשבונות סוג  - 2 מתקדם,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מנהל חשבונות סוג -1 בסיסי,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
"אוניברסיטת אריאל בשומרון-  שלוחת ת""א",תל אביב - יפו,שד' ההשכלה 02,מתורגמנות לשפת סימנים ישראלית,תל אביב והמרכז,037407208-7,mayaor@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,הנהלת חשבונות - סוג 3,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,"חשמלאי מוסמך (למדופלמי מה""ט)",תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,חשמלאי מסוייג תפעול ותחזוקת מתקני מתח גבוה 4867,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,ייעוץ שירות ומכירה במרכזי שירות רכב(2361),תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מורשה נגישות השירות,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מורשי נגישות מבנים- תשתיות וסביבה,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מנהל עבודה בבניין ובנייה הנדסית (283),תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מנהל עבודה בבנין ובנייה הנדסית (283),תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מנהל/ת חשבונות סוג 1+2 בכיר (8162),תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,מתורגמנות לשפת סימנים ישראלית,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,קציני בטיחות בתעבורה- 415,תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת אריאל בשומרון- המרכז לעיצוב ולטכנולוגיה אריאל בשומרון (סניף אריאל),אריאל,קמפוס האוניברסיטה אריאל 00704,תפעול ואחזקת מתקני מתח גבוה (3840),תל אביב והמרכז,037407208-7,yochevedap@ariel.ac.il
אוניברסיטת בן גוריון,באר שבע,ת.ד. 356,השלמת השכלה בפיקוח האגף לחינוך מבוגרים משרד החינוך,באר שבע והדרום,,
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,אמנות הבישול / טבחות (סוג 1) מגמה 1613,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,אמנות הבישול /טבחות (לבעלי רקע) מגמה 1624,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,אפייה BAKERY מגמה 1380,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,דיילות מזון ומשקאות,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,"הנה""ח 1+2",באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות - סוג 3,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות 1-2,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות 1-2-3,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות 3,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 1,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 1+2 (8071),באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 2,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 3,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 3 (מורחב),באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,הנהלת חשבונות סוג 3 ראשי,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,חשב שכר  (8080),באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,חשב שכר (8080),באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,חשבי שכר,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,חשבי שכר עדכון טכנולוגי,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,חשבי שכר- עדכון טכנולוגי,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,טבחות,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,טבחות  סוג 2,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,טבחות לבתי קפה  מגמה 1618,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,טבחות סוג 1,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,טבחות סוג-1 (3+3) 1367,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,יסודות הקונדיטאות והאפייה 1633,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,כתיבת תוכן וניהול קהילות מגמה 3487,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,כתיבת תוכן שיווקי ופרסומי בדיגיטל מגמה 8153,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,מגדנאות,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,מחנכת מטפלת בילדים 1 לבעלות רקע מגמה 955,באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
אוניברסיטת בן-גוריון קמפוס אילת,אילת,שד' התמרים 261,מחנכת מטפלת בילדים סוג 2 (951),באר שבע והדרום,08-6304543,shubelly@bgu.ac.il
